"","Trait_A","Trait_B","Observed","Expected","Percent","Count","Pvalue","Sig","Correction","Direction","TraitDiff","AbsDiff"
"903","Cellobiose","D-Gluconate",344,337.5538,0.8999,1356,0.1356,0,0.552190613718412,"Random",6.44619999999998,6.44619999999998
"904","Cellobiose","D-Glucosamine",242,235.9143,0.9076,1289,0.1289,0,0.528724363636364,"Random",6.0857,6.0857
"905","Cellobiose","Nitrate",78,78.2689,0.5199,5862,0.5862,0,1,"Random",-0.268900000000002,0.268900000000002
"906","Cellobiose","Vitamin-free",72,82.5401,0.0054,9979,0.9979,0,1,"Random",-10.5401,10.5401
"907","Cellobiose","2-Keto-D-gluconate",280,275.41,0.8317,2177,0.2177,0,0.739995180722892,"Random",4.58999999999997,4.58999999999997
"908","Cellobiose","Starch formation",12,12.972,0.3812,8111,0.8111,0,1,"Random",-0.972,0.972
"909","Cellobiose","Growth at 19°C",484,483.5735,1,6163,0.6163,0,1,"Random",0.426499999999976,0.426499999999976
"910","Cellobiose","Growth at 25°C",484,483.5132,1,5810,0.581,0,1,"Random",0.486800000000017,0.486800000000017
"911","Cellobiose","Growth at 30°C",459,462.1942,0.1572,9158,0.9158,0,1,"Random",-3.19420000000002,3.19420000000002
"9121","Cellobiose","Growth at 37°C",416,370.5512,1,0,0,1,0,"Negative",45.4488,45.4488
"933","Salicin","L-Sorbose",289,298.4237,0.0501,9650,0.965,0,1,"Random",-9.4237,9.4237
"934","Salicin","L-Rhamnose",157,146.3063,0.9981,45,0.0045,1,0.0488076923076923,"Positive",10.6937,10.6937
"935","Salicin","D-Xylose",409,392.2963,0.9999,3,3e-04,1,0.00497647058823529,"Positive",16.7037,16.7037
"936","Salicin","L-Arabinose",224,216.8717,0.9418,835,0.0835,0,0.385703225806452,"Random",7.1283,7.1283
"937","Salicin","D-Arabinose",190,183.0813,0.9495,803,0.0803,0,0.381348953974895,"Random",6.9187,6.9187
"938","Salicin","D-Ribose",259,252.2533,0.9209,1127,0.1127,0,0.483367300380228,"Random",6.7467,6.7467
"939","Salicin","Methanol",43,43.0798,0.5491,5860,0.586,0,1,"Random",-0.0797999999999988,0.0797999999999988
"940","Salicin","Ethanol",439,439.6849,0.4864,6179,0.6179,0,1,"Random",-0.684900000000027,0.684900000000027
"941","Salicin","Glycerol",446,447.7326,0.3598,7395,0.7395,0,1,"Random",-1.73259999999999,1.73259999999999
"942","Salicin","Erythritol",183,176.2447,0.9501,793,0.0793,0,0.381348953974895,"Random",6.75530000000001,6.75530000000001
"943","Salicin","Ribitol",367,356.8599,0.9789,335,0.0335,1,0.211106145251397,"Random",10.1401,10.1401
"944","Salicin","Galactitol",77,77.08,0.5466,5862,0.5862,0,1,"Random",-0.0799999999999983,0.0799999999999983
"945","Salicin","D-Mannitol",445,435.7596,0.9895,188,0.0188,1,0.142324832214765,"Random",9.24040000000002,9.24040000000002
"946","Salicin","D-Glucitol",443,433.0213,0.993,125,0.0125,1,0.106015037593985,"Random",9.9787,9.9787
"947","Salicin","myo-Inositol",52,54.095,0.281,8239,0.8239,0,1,"Random",-2.095,2.095
"9481","Salicin","DL-Lactate",417,368.9694,1,0,0,1,0,"Negative",48.0306,48.0306
"949","Salicin","Succinate",435,428.8531,0.9414,930,0.093,0,0.416285714285714,"Random",6.14690000000002,6.14690000000002
"950","Salicin","Citrate",364,351.965,0.992,142,0.0142,1,0.114411428571429,"Random",12.035,12.035
"951","Salicin","D-Gluconate",345,337.5188,0.9341,951,0.0951,0,0.423666141732283,"Random",7.4812,7.4812
"952","Salicin","D-Glucosamine",243,236.4146,0.9231,1108,0.1108,0,0.477032061068702,"Random",6.58539999999999,6.58539999999999
"953","Salicin","Nitrate",82,79.815,0.7666,3237,0.3237,0,0.957028272251309,"Random",2.185,2.185
"9541","Salicin","Vitamin-free",460,436.9314,0.9987,28,0.0028,1,0.0322285714285714,"Negative",23.0686,23.0686
"955","Salicin","2-Keto-D-gluconate",278,274.4223,0.7809,2809,0.2809,0,0.863365667574932,"Random",3.57769999999999,3.57769999999999
"956","Salicin","Starch formation",12,12.9874,0.3766,8073,0.8073,0,1,"Random",-0.987399999999999,0.987399999999999
"957","Salicin","Growth at 19°C",484,483.5804,1,6233,0.6233,0,1,"Random",0.419600000000003,0.419600000000003
"958","Salicin","Growth at 25°C",484,483.5206,1,5875,0.5875,0,1,"Random",0.479399999999998,0.479399999999998
"959","Salicin","Growth at 30°C",461,463.1342,0.2701,8382,0.8382,0,1,"Random",-2.13420000000002,2.13420000000002
"9601","Salicin","Growth at 37°C",416,371.104,1,0,0,1,0,"Negative",44.896,44.896
"9821","L-Sorbose","L-Rhamnose",432,396.1932,0.9999,1,1e-04,1,0.00188,"Negative",35.8068,35.8068
"983","L-Sorbose","D-Xylose",357,346.5816,0.9824,285,0.0285,1,0.189105882352941,"Random",10.4184,10.4184
"984","L-Sorbose","L-Arabinose",198,191.9968,0.8872,1539,0.1539,0,0.590473469387755,"Random",6.00319999999999,6.00319999999999
"985","L-Sorbose","D-Arabinose",169,162.0814,0.9297,1027,0.1027,0,0.448151351351351,"Random",6.9186,6.9186
"986","L-Sorbose","D-Ribose",221,219.3623,0.652,4186,0.4186,0,1,"Random",1.6377,1.6377
"987","L-Sorbose","Methanol",35,36.3303,0.3976,7168,0.7168,0,1,"Random",-1.3303,1.3303
"988","L-Sorbose","Ethanol",403,399.1634,0.8691,1924,0.1924,0,0.689333333333333,"Random",3.83659999999998,3.83659999999998
"989","L-Sorbose","Glycerol",413,408.5858,0.928,1240,0.124,0,0.514235294117647,"Random",4.41419999999999,4.41419999999999
"990","L-Sorbose","Erythritol",153,151.712,0.6336,4394,0.4394,0,1,"Random",1.28800000000001,1.28800000000001
"991","L-Sorbose","Ribitol",328,316.9548,0.9827,281,0.0281,1,0.188889940828402,"Random",11.0452,11.0452
"992","L-Sorbose","Galactitol",86,76.7125,0.999,21,0.0021,1,0.0254709677419355,"Positive",9.28749999999999,9.28749999999999
"993","L-Sorbose","D-Mannitol",397,390.0481,0.9605,661,0.0661,0,0.3343533632287,"Random",6.95190000000002,6.95190000000002
"994","L-Sorbose","D-Glucitol",407,393.2595,0.9998,7,7e-04,1,0.0101230769230769,"Positive",13.7405,13.7405
"995","L-Sorbose","myo-Inositol",62,54.7144,0.9981,87,0.0087,1,0.0778857142857143,"Random",7.2856,7.2856
"9961","L-Sorbose","DL-Lactate",426,381.1222,1,0,0,1,0,"Negative",44.8778,44.8778
"997","L-Sorbose","Succinate",390,385.6505,0.8781,1800,0.18,0,0.668265789473684,"Random",4.34949999999998,4.34949999999998
"998","L-Sorbose","Citrate",303,303.7483,0.4796,5918,0.5918,0,1,"Random",-0.748299999999972,0.748299999999972
"999","L-Sorbose","D-Gluconate",278,285.9282,0.0975,9297,0.9297,0,1,"Random",-7.9282,7.9282
"1000","L-Sorbose","D-Glucosamine",206,205.0171,0.6077,4645,0.4645,0,1,"Random",0.982900000000001,0.982900000000001
"1001","L-Sorbose","Nitrate",52,61.2747,0.0166,9897,0.9897,0,1,"Random",-9.2747,9.2747
"1002","L-Sorbose","Vitamin-free",69,73.9423,0.1499,8970,0.897,0,1,"Random",-4.9423,4.9423
"1003","L-Sorbose","2-Keto-D-gluconate",260,248.3679,0.9824,271,0.0271,1,0.18639512195122,"Random",11.6321,11.6321
"1004","L-Sorbose","Starch formation",17,13.7137,0.9934,412,0.0412,1,0.238836734693878,"Random",3.2863,3.2863
"1005","L-Sorbose","Growth at 19°C",434,434.1115,0.7374,8489,0.8489,0,1,"Random",-0.111499999999978,0.111499999999978
"1006","L-Sorbose","Growth at 25°C",434,434.0535,0.7591,8191,0.8191,0,1,"Random",-0.0534999999999854,0.0534999999999854
"1007","L-Sorbose","Growth at 30°C",405,411.1014,0.0229,9904,0.9904,0,1,"Random",-6.10140000000001,6.10140000000001
"10081","L-Sorbose","Growth at 37°C",429,382.1938,1,0,0,1,0,"Negative",46.8062,46.8062
"1031","L-Rhamnose","D-Xylose",169,157.0428,1,3,3e-04,1,0.00497647058823529,"Positive",11.9572,11.9572
"1032","L-Rhamnose","L-Arabinose",120,107.454,0.9977,39,0.0039,1,0.043992,"Positive",12.546,12.546
"1033","L-Rhamnose","D-Arabinose",97,87.0856,0.9863,222,0.0222,1,0.158491139240506,"Random",9.9144,9.9144
"1034","L-Rhamnose","D-Ribose",119,111.4853,0.9604,660,0.066,0,0.3343533632287,"Random",7.5147,7.5147
"1035","L-Rhamnose","Methanol",34,23.5496,0.9993,11,0.0011,1,0.0147714285714286,"Positive",10.4504,10.4504
"1036","L-Rhamnose","Ethanol",169,167.3129,0.7982,3324,0.3324,0,0.973888831168831,"Random",1.68709999999999,1.68709999999999
"1037","L-Rhamnose","Glycerol",171,169.1664,0.8383,2954,0.2954,0,0.895729032258065,"Random",1.83359999999999,1.83359999999999
"1038","L-Rhamnose","Erythritol",101,88.7801,0.9978,41,0.0041,1,0.045790099009901,"Positive",12.2199,12.2199
"1039","L-Rhamnose","Ribitol",141,139.0008,0.7227,3641,0.3641,0,1,"Random",1.9992,1.9992
"1040","L-Rhamnose","Galactitol",45,42.8932,0.7798,3139,0.3139,0,0.939202122015915,"Random",2.1068,2.1068
"1041","L-Rhamnose","D-Mannitol",172,167.0091,0.9841,401,0.0401,1,0.238836734693878,"Random",4.99090000000001,4.99090000000001
"1042","L-Rhamnose","D-Glucitol",170,165.3739,0.9703,688,0.0688,0,0.344917333333333,"Random",4.62610000000001,4.62610000000001
"1043","L-Rhamnose","myo-Inositol",37,31.4266,0.9767,496,0.0496,1,0.271596116504854,"Random",5.5734,5.5734
"1044","L-Rhamnose","DL-Lactate",106,105.3269,0.5946,4825,0.4825,0,1,"Random",0.673100000000005,0.673100000000005
"1045","L-Rhamnose","Succinate",163,162.0043,0.6732,4499,0.4499,0,1,"Random",0.995699999999999,0.995699999999999
"1046","L-Rhamnose","Citrate",138,136.8481,0.6469,4448,0.4448,0,1,"Random",1.15190000000001,1.15190000000001
"1047","L-Rhamnose","D-Gluconate",140,136.0698,0.8472,2178,0.2178,0,0.739995180722892,"Random",3.93020000000001,3.93020000000001
"1048","L-Rhamnose","D-Glucosamine",86,91.8335,0.1302,9107,0.9107,0,1,"Random",-5.8335,5.8335
"1049","L-Rhamnose","Nitrate",50,40.4896,0.9953,90,0.009,1,0.0799370078740157,"Random",9.5104,9.5104
"1050","L-Rhamnose","Vitamin-free",34,38.1738,0.1676,8899,0.8899,0,1,"Random",-4.1738,4.1738
"1051","L-Rhamnose","2-Keto-D-gluconate",87,99.7702,0.0048,9976,0.9976,0,1,"Random",-12.7702,12.7702
"1052","L-Rhamnose","Starch formation",8,6.7676,0.8372,3350,0.335,0,0.9776,"Random",1.2324,1.2324
"1053","L-Rhamnose","Growth at 19°C",177,176.8751,1,8788,0.8788,0,1,"Random",0.124899999999997,0.124899999999997
"1054","L-Rhamnose","Growth at 25°C",177,176.8584,1,8641,0.8641,0,1,"Random",0.141600000000011,0.141600000000011
"1055","L-Rhamnose","Growth at 30°C",171,171.3369,0.5137,6828,0.6828,0,1,"Random",-0.336900000000014,0.336900000000014
"1056","L-Rhamnose","Growth at 37°C",92,97.3941,0.1634,8819,0.8819,0,1,"Random",-5.39409999999999,5.39409999999999
"1080","D-Xylose","L-Arabinose",272,247.537,1,0,0,1,0,"Positive",24.463,24.463
"1081","D-Xylose","D-Arabinose",216,201.3298,0.9999,3,3e-04,1,0.00497647058823529,"Positive",14.6702,14.6702
"1082","D-Xylose","D-Ribose",293,278.227,0.9996,8,8e-04,1,0.0111407407407407,"Positive",14.773,14.773
"1083","D-Xylose","Methanol",55,49.9527,0.9942,228,0.0228,1,0.161750943396226,"Random",5.0473,5.0473
"1084","D-Xylose","Ethanol",511,502.1506,0.9942,136,0.0136,1,0.111165217391304,"Random",8.8494,8.8494
"1085","D-Xylose","Glycerol",513,508.043,0.9467,954,0.0954,0,0.423666141732283,"Random",4.95699999999999,4.95699999999999
"1086","D-Xylose","Erythritol",205,192.2749,0.9999,5,5e-04,1,0.00772602739726027,"Positive",12.7251,12.7251
"1087","D-Xylose","Ribitol",421,399.0068,1,0,0,1,0,"Positive",21.9932,21.9932
"1088","D-Xylose","Galactitol",88,84.3358,0.9557,1028,0.1028,0,0.448151351351351,"Random",3.66419999999999,3.66419999999999
"1089","D-Xylose","D-Mannitol",498,485.2696,0.9994,12,0.0012,1,0.0157395348837209,"Positive",12.7304,12.7304
"1090","D-Xylose","D-Glucitol",506,487.5135,1,0,0,1,0,"Positive",18.4865,18.4865
"1091","D-Xylose","myo-Inositol",67,62.0222,0.9968,174,0.0174,1,0.133518367346939,"Random",4.9778,4.9778
"1092","D-Xylose","DL-Lactate",267,278.2318,0.0247,9832,0.9832,0,1,"Random",-11.2318,11.2318
"1093","D-Xylose","Succinate",497,484.7597,0.9994,32,0.0032,1,0.0376,"Positive",12.2403,12.2403
"1094","D-Xylose","Citrate",401,388.1165,0.9966,62,0.0062,1,0.0618902654867257,"Random",12.8835,12.8835
"1095","D-Xylose","D-Gluconate",365,363.2368,0.6735,4013,0.4013,0,1,"Random",1.76319999999998,1.76319999999998
"1096","D-Xylose","D-Glucosamine",269,257.7982,0.9959,85,0.0085,1,0.076704,"Random",11.2018,11.2018
"1097","D-Xylose","Nitrate",86,85.2658,0.6425,4780,0.478,0,1,"Random",0.734200000000001,0.734200000000001
"1098","D-Xylose","Vitamin-free",83,91.1791,0.0186,9917,0.9917,0,1,"Random",-8.17910000000001,8.17910000000001
"1099","D-Xylose","2-Keto-D-gluconate",301,297.5009,0.7938,2707,0.2707,0,0.843507182320442,"Random",3.4991,3.4991
"1100","D-Xylose","Starch formation",17,15.5444,0.9421,2584,0.2584,0,0.814176536312849,"Random",1.4556,1.4556
"1101","D-Xylose","Growth at 19°C",541,540.9426,0.8348,7774,0.7774,0,1,"Random",0.0574000000000296,0.0574000000000296
"1102","D-Xylose","Growth at 25°C",541,540.8879,0.8457,7455,0.7455,0,1,"Random",0.112100000000055,0.112100000000055
"1103","D-Xylose","Growth at 30°C",511,514.8949,0.099,9510,0.951,0,1,"Random",-3.89490000000001,3.89490000000001
"11041","D-Xylose","Growth at 37°C",412,375.231,0.9996,7,7e-04,1,0.0101230769230769,"Negative",36.769,36.769
"1129","L-Arabinose","D-Arabinose",167,141.9562,1,0,0,1,0,"Positive",25.0438,25.0438
"1130","L-Arabinose","D-Ribose",202,179.4453,1,0,0,1,0,"Positive",22.5547,22.5547
"1131","L-Arabinose","Methanol",38,31.3701,0.9867,292,0.0292,1,0.190390751445087,"Random",6.6299,6.6299
"1132","L-Arabinose","Ethanol",257,256.6104,0.6027,5256,0.5256,0,1,"Random",0.389599999999973,0.389599999999973
"1133","L-Arabinose","Glycerol",262,260.6927,0.7305,3954,0.3954,0,1,"Random",1.3073,1.3073
"1134","L-Arabinose","Erythritol",167,140.6082,1,0,0,1,0,"Positive",26.3918,26.3918
"1135","L-Arabinose","Ribitol",250,229.1607,1,0,0,1,0,"Positive",20.8393,20.8393
"1136","L-Arabinose","Galactitol",86,71.2299,1,0,0,1,0,"Positive",14.7701,14.7701
"1137","L-Arabinose","D-Mannitol",263,256.432,0.986,291,0.0291,1,0.190390751445087,"Random",6.56799999999998,6.56799999999998
"1138","L-Arabinose","D-Glucitol",265,256.33,0.9989,48,0.0048,1,0.0510792452830189,"Random",8.67000000000002,8.67000000000002
"1139","L-Arabinose","myo-Inositol",55,46.6928,0.9982,57,0.0057,1,0.0579243243243243,"Random",8.3072,8.3072
"11401","L-Arabinose","DL-Lactate",391,347.284,1,0,0,1,0,"Negative",43.716,43.716
"1141","L-Arabinose","Succinate",249,248.7562,0.5731,5363,0.5363,0,1,"Random",0.243799999999993,0.243799999999993
"1142","L-Arabinose","Citrate",205,206.9968,0.377,6983,0.6983,0,1,"Random",-1.99680000000001,1.99680000000001
"1143","L-Arabinose","D-Gluconate",203,203.1764,0.5196,5544,0.5544,0,1,"Random",-0.176400000000001,0.176400000000001
"1144","L-Arabinose","D-Glucosamine",158,153.1111,0.8476,1985,0.1985,0,0.6997125,"Random",4.88890000000001,4.88890000000001
"1145","L-Arabinose","Nitrate",44,48.4677,0.1566,8968,0.8968,0,1,"Random",-4.4677,4.4677
"1146","L-Arabinose","Vitamin-free",53,58.0872,0.1314,9145,0.9145,0,1,"Random",-5.0872,5.0872
"1147","L-Arabinose","2-Keto-D-gluconate",160,164.9439,0.1983,8459,0.8459,0,1,"Random",-4.94390000000001,4.94390000000001
"1148","L-Arabinose","Starch formation",16,11.8112,0.9968,203,0.0203,1,0.149662745098039,"Random",4.1888,4.1888
"1149","L-Arabinose","Growth at 19°C",273,273.3543,0.5857,9400,0.94,0,1,"Random",-0.354300000000023,0.354300000000023
"1150","L-Arabinose","Growth at 25°C",273,273.3311,0.5952,9278,0.9278,0,1,"Random",-0.331099999999992,0.331099999999992
"1151","L-Arabinose","Growth at 30°C",261,263.6622,0.1801,9087,0.9087,0,1,"Random",-2.66219999999998,2.66219999999998
"1152","L-Arabinose","Growth at 37°C",140,150.2878,0.0392,9725,0.9725,0,1,"Random",-10.2878,10.2878
"1178","D-Arabinose","D-Ribose",176,153.4845,1,0,0,1,0,"Positive",22.5155,22.5155
"1179","D-Arabinose","Methanol",27,24.0499,0.8564,2204,0.2204,0,0.742796417910448,"Random",2.9501,2.9501
"1180","D-Arabinose","Ethanol",218,215.5922,0.8471,2559,0.2559,0,0.808557983193277,"Random",2.40780000000001,2.40780000000001
"1181","D-Arabinose","Glycerol",218,217.1092,0.695,4501,0.4501,0,1,"Random",0.890800000000013,0.890800000000013
"1182","D-Arabinose","Erythritol",137,116.0858,1,0,0,1,0,"Positive",20.9142,20.9142
"1183","D-Arabinose","Ribitol",208,190.9107,1,0,0,1,0,"Positive",17.0893,17.0893
"1184","D-Arabinose","Galactitol",67,57.6043,0.9974,60,0.006,1,0.0604285714285714,"Random",9.3957,9.3957
"1185","D-Arabinose","D-Mannitol",221,214.7016,0.9911,233,0.0233,1,0.163244720496894,"Random",6.29839999999999,6.29839999999999
"1186","D-Arabinose","D-Glucitol",223,214.6386,0.9996,21,0.0021,1,0.0254709677419355,"Positive",8.3614,8.3614
"1187","D-Arabinose","myo-Inositol",56,43.5358,0.9998,3,3e-04,1,0.00497647058823529,"Positive",12.4642,12.4642
"11881","D-Arabinose","DL-Lactate",399,357.2368,0.9998,2,2e-04,1,0.0032695652173913,"Negative",41.7632,41.7632
"1189","D-Arabinose","Succinate",210,208.7211,0.6937,4193,0.4193,0,1,"Random",1.27889999999999,1.27889999999999
"1190","D-Arabinose","Citrate",172,173.4725,0.4206,6673,0.6673,0,1,"Random",-1.4725,1.4725
"1191","D-Arabinose","D-Gluconate",178,173.7177,0.8456,2107,0.2107,0,0.730085889570552,"Random",4.28229999999999,4.28229999999999
"1192","D-Arabinose","D-Glucosamine",145,135.4476,0.9776,347,0.0347,1,0.216251933701657,"Random",9.55240000000001,9.55240000000001
"1193","D-Arabinose","Nitrate",38,40.2953,0.3204,7636,0.7636,0,1,"Random",-2.2953,2.2953
"1194","D-Arabinose","Vitamin-free",33,42.0396,0.0182,9908,0.9908,0,1,"Random",-9.0396,9.0396
"1195","D-Arabinose","2-Keto-D-gluconate",145,143.7209,0.6371,4430,0.443,0,1,"Random",1.2791,1.2791
"1196","D-Arabinose","Starch formation",15,10.3404,0.9975,132,0.0132,1,0.110293333333333,"Random",4.6596,4.6596
"1197","D-Arabinose","Growth at 19°C",228,227.8352,1,8416,0.8416,0,1,"Random",0.164800000000014,0.164800000000014
"1198","D-Arabinose","Growth at 25°C",228,227.8202,1,8280,0.828,0,1,"Random",0.1798,0.1798
"1199","D-Arabinose","Growth at 30°C",220,220.5017,0.4847,6918,0.6918,0,1,"Random",-0.5017,0.5017
"1200","D-Arabinose","Growth at 37°C",106,119.7608,0.0073,9957,0.9957,0,1,"Random",-13.7608,13.7608
"1227","D-Ribose","Methanol",48,37.5595,0.9998,11,0.0011,1,0.0147714285714286,"Positive",10.4405,10.4405
"1228","D-Ribose","Ethanol",301,302.8021,0.347,7482,0.7482,0,1,"Random",-1.8021,1.8021
"1229","D-Ribose","Glycerol",320,313.7556,0.9918,231,0.0231,1,0.162855,"Random",6.24439999999998,6.24439999999998
"1230","D-Ribose","Erythritol",198,161.2272,1,0,0,1,0,"Positive",36.7728,36.7728
"1231","D-Ribose","Ribitol",297,270.5165,1,0,0,1,0,"Positive",26.4835,26.4835
"1232","D-Ribose","Galactitol",74,67.662,0.9773,442,0.0442,1,0.250540703517588,"Random",6.33799999999999,6.33799999999999
"1233","D-Ribose","D-Mannitol",313,304.8824,0.9938,159,0.0159,1,0.12455,"Random",8.11759999999998,8.11759999999998
"1234","D-Ribose","D-Glucitol",316,304.9036,0.9998,5,5e-04,1,0.00772602739726027,"Positive",11.0964,11.0964
"1235","D-Ribose","myo-Inositol",47,44.1889,0.8464,2379,0.2379,0,0.776233526011561,"Random",2.8111,2.8111
"12361","D-Ribose","DL-Lactate",409,360.2824,1,0,0,1,0,"Negative",48.7176,48.7176
"1237","D-Ribose","Succinate",304,298.9279,0.9307,1193,0.1193,0,0.498408888888889,"Random",5.07209999999998,5.07209999999998
"1238","D-Ribose","Citrate",247,245.3643,0.6588,4142,0.4142,0,1,"Random",1.63570000000001,1.63570000000001
"1239","D-Ribose","D-Gluconate",245,240.8288,0.8109,2430,0.243,0,0.785088,"Random",4.1712,4.1712
"1240","D-Ribose","D-Glucosamine",191,180.5026,0.9795,320,0.032,1,0.206262857142857,"Random",10.4974,10.4974
"1241","D-Ribose","Nitrate",60,58.3057,0.7004,3862,0.3862,0,1,"Random",1.6943,1.6943
"1242","D-Ribose","Vitamin-free",52,61.5797,0.0137,9932,0.9932,0,1,"Random",-9.5797,9.5797
"1243","D-Ribose","2-Keto-D-gluconate",193,194.8521,0.3987,6697,0.6697,0,1,"Random",-1.85210000000001,1.85210000000001
"1244","D-Ribose","Starch formation",11,10.3441,0.7283,4667,0.4667,0,1,"Random",0.655900000000001,0.655900000000001
"1245","D-Ribose","Growth at 19°C",328,327.7498,1,7633,0.7633,0,1,"Random",0.250200000000007,0.250200000000007
"1246","D-Ribose","Growth at 25°C",328,327.7212,1,7426,0.7426,0,1,"Random",0.27879999999999,0.27879999999999
"1247","D-Ribose","Growth at 30°C",310,313.7853,0.101,9520,0.952,0,1,"Random",-3.78530000000001,3.78530000000001
"1248","D-Ribose","Growth at 37°C",154,167.8965,0.0107,9933,0.9933,0,1,"Random",-13.8965,13.8965
"1276","Methanol","Ethanol",57,54.7403,0.9727,1424,0.1424,0,0.569560563380282,"Random",2.2597,2.2597
"1277","Methanol","Glycerol",57,55.298,0.9473,2248,0.2248,0,0.754685714285714,"Random",1.702,1.702
"1278","Methanol","Erythritol",40,28.7749,0.9997,5,5e-04,1,0.00772602739726027,"Positive",11.2251,11.2251
"1279","Methanol","Ribitol",52,46.7168,0.9867,330,0.033,1,0.209123595505618,"Random",5.2832,5.2832
"1280","Methanol","Galactitol",5,8.1204,0.1273,9447,0.9447,0,1,"Random",-3.1204,3.1204
"1281","Methanol","D-Mannitol",57,54.3504,0.9806,1029,0.1029,0,0.448151351351351,"Random",2.6496,2.6496
"1282","Methanol","D-Glucitol",57,54.0559,0.9852,848,0.0848,0,0.385703225806452,"Random",2.9441,2.9441
"1283","Methanol","myo-Inositol",2,4.8094,0.1149,9670,0.967,0,1,"Random",-2.8094,2.8094
"1284","Methanol","DL-Lactate",21,26.6073,0.0652,9657,0.9657,0,1,"Random",-5.6073,5.6073
"1285","Methanol","Succinate",51,51.3469,0.511,6676,0.6676,0,1,"Random",-0.346899999999998,0.346899999999998
"1286","Methanol","Citrate",30,36.781,0.0239,9893,0.9893,0,1,"Random",-6.781,6.781
"1287","Methanol","D-Gluconate",27,35.1619,0.0074,9969,0.9969,0,1,"Random",-8.1619,8.1619
"1288","Methanol","D-Glucosamine",18,23.9336,0.0464,9762,0.9762,0,1,"Random",-5.9336,5.9336
"1289","Methanol","Nitrate",28,16.3589,1,0,0,1,0,"Positive",11.6411,11.6411
"1290","Methanol","Vitamin-free",10,10.2169,0.5578,5958,0.5958,0,1,"Random",-0.216900000000001,0.216900000000001
"12911","Methanol","2-Keto-D-gluconate",407,377.5898,1,0,0,1,0,"Negative",29.4102,29.4102
"1292","Methanol","Starch formation",0,0.9293,0.3872,10000,1,0,1,"Random",-0.9293,0.9293
"1293","Methanol","Growth at 19°C",58,57.955,1,9553,0.9553,0,1,"Random",0.0450000000000017,0.0450000000000017
"1294","Methanol","Growth at 25°C",58,57.946,1,9469,0.9469,0,1,"Random",0.054000000000002,0.054000000000002
"1295","Methanol","Growth at 30°C",56,55.8715,0.6554,6409,0.6409,0,1,"Random",0.128500000000003,0.128500000000003
"1296","Methanol","Growth at 37°C",37,31.8085,0.9549,808,0.0808,0,0.381348953974895,"Random",5.1915,5.1915
"1325","Ethanol","Glycerol",629,624.5541,0.9574,876,0.0876,0,0.3952512,"Random",4.44590000000005,4.44590000000005
"1326","Ethanol","Erythritol",210,207.4635,0.8596,2414,0.2414,0,0.784723919308357,"Random",2.53649999999999,2.53649999999999
"1327","Ethanol","Ribitol",453,448.7956,0.8966,1612,0.1612,0,0.610179865771812,"Random",4.20440000000002,4.20440000000002
"1328","Ethanol","Galactitol",88,88.9691,0.3812,7862,0.7862,0,1,"Random",-0.969099999999997,0.969099999999997
"1329","Ethanol","D-Mannitol",583,577.1274,0.968,597,0.0597,0,0.311766666666667,"Random",5.87260000000003,5.87260000000003
"1330","Ethanol","D-Glucitol",580,573.9163,0.9707,557,0.0557,0,0.298305213270142,"Random",6.08370000000002,6.08370000000002
"1331","Ethanol","myo-Inositol",63,64.408,0.2969,8523,0.8523,0,1,"Random",-1.408,1.408
"1332","Ethanol","DL-Lactate",352,342.6416,0.997,81,0.0081,1,0.0748918032786885,"Random",9.35840000000002,9.35840000000002
"1333","Ethanol","Succinate",605,593.8099,0.9996,8,8e-04,1,0.0111407407407407,"Positive",11.1901,11.1901
"1334","Ethanol","Citrate",451,446.3461,0.92,1302,0.1302,0,0.532121739130435,"Random",4.65390000000002,4.65390000000002
"1335","Ethanol","D-Gluconate",414,417.3345,0.2321,8406,0.8406,0,1,"Random",-3.33449999999999,3.33449999999999
"1336","Ethanol","D-Glucosamine",283,282.3811,0.6265,4981,0.4981,0,1,"Random",0.618899999999996,0.618899999999996
"1337","Ethanol","Nitrate",94,94.96,0.4107,7408,0.7408,0,1,"Random",-0.959999999999994,0.959999999999994
"1338","Ethanol","Vitamin-free",111,108.8294,0.8799,2436,0.2436,0,0.785088,"Random",2.17059999999999,2.17059999999999
"1339","Ethanol","2-Keto-D-gluconate",334,335.4614,0.393,7039,0.7039,0,1,"Random",-1.46140000000003,1.46140000000003
"1340","Ethanol","Starch formation",16,16.4513,0.4842,8253,0.8253,0,1,"Random",-0.4513,0.4513
"1341","Ethanol","Growth at 19°C",682,681.7023,0.9402,6425,0.6425,0,1,"Random",0.297699999999963,0.297699999999963
"1342","Ethanol","Growth at 25°C",681,680.7941,0.8843,6724,0.6724,0,1,"Random",0.205900000000042,0.205900000000042
"1343","Ethanol","Growth at 30°C",642,644.6193,0.1449,9482,0.9482,0,1,"Random",-2.61929999999995,2.61929999999995
"1344","Ethanol","Growth at 37°C",307,310.6795,0.2095,8537,0.8537,0,1,"Random",-3.67950000000002,3.67950000000002
"1374","Glycerol","Erythritol",213,209.986,0.9235,1578,0.1578,0,0.601345945945946,"Random",3.01400000000001,3.01400000000001
"1375","Glycerol","Ribitol",458,454.3535,0.886,1808,0.1808,0,0.668663606557377,"Random",3.6465,3.6465
"1376","Glycerol","Galactitol",88,89.5437,0.2603,8717,0.8717,0,1,"Random",-1.5437,1.5437
